,naf,text
1937,20,Fils de filaments de haute ténacité en viscose 
1938,20,Autres fils de monofilaments artificiels 
1939,20,Monofilaments artificiels ; lames en matières textiles artificielles 
1940,20,Opérations sous-traitées intervenant dans la fabrication de fibres artificielles ou synthétiques
1941,20,"Opérations sous-traitées intervenant dans la fabrication de fibres artificielles ou synthétiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
1942,21,INDUSTRIE PHARMACEUTIQUE Cette division comprend la fabrication de produits pharmaceutiques de base et de préparations pharmaceutiques. Elle comprend également la fabrication de produits chimiques à usage médicinal et de produits d'herboristerie.  
1943,21,FABRICATION DE PRODUITS PHARMACEUTIQUES DE BASE
1944,21,Fabrication de produits pharmaceutiques de base
1945,21,"Z      Fabrication de produits pharmaceutiques de base Cette sous-classe comprend : la production des principes actifs destinés à la fabrication de médicaments : antibiotiques, vitamines de base, acides salicylique et O-acétylsalicylique, etc. la transformation du sang  Cette sous-classe comprend aussi : la fabrication de sucres chimiquement purs la transformation de glandes et la production d'extraits de glandes, etc. "
1946,21,", 21.10.53, 21.10.54, 21.10.60, 21.10.99     PRODUITS PHARMACEUTIQUES DE BASE ET PRÉPARATIONS PHARMACEUTIQUES   "
1947,21,PRODUITS PHARMACEUTIQUES DE BASE 
1948,21,Produits pharmaceutiques de base
1949,21,"Acide salicylique et ses dérivés, sels et esters"
1950,21,"Acide salicylique et ses dérivés, sels et esters "
1951,21,"Lysine, acide glutamique et leurs sels ; sels et hydroxydes d'ammonium quaternaire ; phosphoaminolipides ; amides et leurs dérivés et sels"
1952,21,"Lysine, acide glutamique et leurs sels ; sels et hydroxydes d'ammonium quaternaire ; phosphoaminolipides ; amides et leurs dérivés et sels "
1953,21,"Lactones n.c.a., composés hétérocycliques à hétéroatome(s) d'azote exclusivement, dont la structure comporte un cycle pyrazole non condensé, un cycle pyrimydine, un cycle pipérazine, un cycle triazine non condensé ou des cycles phénotiazine sans autres condensations ; hydantoïne et ses dérivés ; sulfonamides"
1954,21,"Lactones n.c.a., composés hétérocycliques à hétéroatome(s) d'azote exclusivement, dont la structure comporte un cycle pyrazole non condensé, un cycle pyrimydine, un cycle pipérazine, un cycle triazine non condensé ou des cycles phénotiazine sans autres condensations ; hydantoïne et ses dérivés "
1955,21,Sulfonamides 
1956,21,"Sucres chimiquement purs, n.c.a. ; éthers et esters de sucre et leurs sels n.c.a."
1957,21,"Sucres chimiquement purs, n.c.a. ; éthers et esters de sucre et leurs sels n.c.a. "
1958,21,"Provitamines, vitamines et hormones ; glycosides et alcaloïdes d'origine végétale et leurs dérivés ; antibiotiques"
1959,21,"Provitamines, vitamines et leurs dérivés "
1960,21,Hormones et leurs dérivés ; autres stéroïdes utilisés principalement comme hormones 
1961,21,"Glycosides, alcaloïdes d'origine végétale et leurs sels, éthers, esters et autres dérivés "
1962,21,Antibiotiques 
1963,21,Glandes et autres organes ; extraits de glandes ou d'autres organes et autres substances humaines ou animales n.c.a.
1964,21,Glandes et autres organes ; extraits de glandes ou d'autres organes et autres substances humaines ou animales n.c.a. 
1965,21,Opérations sous-traitées intervenant dans la fabrication de produits pharmaceutiques de base
1966,21,"Opérations sous-traitées intervenant dans la fabrication de produits pharmaceutiques de base CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
1967,21,FABRICATION DE PRÉPARATIONS PHARMACEUTIQUES
1968,21,Fabrication de préparations pharmaceutiques
1969,21,"Z   Fabrication de préparations pharmaceutiques Cette sous-classe comprend : la fabrication de médicaments : • sérums thérapeutiques et autres constituants du sang • vaccins • médicaments divers, y compris les préparations homéopathiques la fabrication de préparations chimiques contraceptives à usage externe et de médicaments contraceptifs à base d'hormones la fabrication de préparations de diagnostic, y compris les tests de grossesse la fabrication de substances radioactives de diagnostic in vivo la fabrication de produits pharmaceutiques issus des biotechnologies  Cette sous-classe comprend aussi : la fabrication d'ouates, de gazes et de bandes imprégnées à usage médical, de pansements, de catguts, etc. la préparation de produits d'herboristerie (broyage, triage, mouture) à usage pharmaceutique "
1970,21,", 21.20.99    "
1971,21,PRÉPARATIONS PHARMACEUTIQUES
1972,21,Préparations pharmaceutiques
1973,21,Médicaments
1974,21,Médicaments contenant des pénicillines ou d'autres antibiotiques 
1975,21,"Médicaments contenant des hormones, mais pas d'antibiotiques "
1976,21,"Médicaments contenant des alcaloïdes ou leurs dérivés, mais ne contenant ni hormones ni antibiotiques "
1977,21,Autres préparations pharmaceutiques
1978,21,Sérums et vaccins 
1979,21,Préparations chimiques contraceptives à base d'hormones ou de spermicides 
1980,21,Réactifs de diagnostic et autres préparations pharmaceutiques 
1981,21,"Pansements adhésifs, catguts et matériels similaires ; trousses de première urgence "
1982,21,Opérations sous-traitées intervenant dans la fabrication de préparations pharmaceutiques
1983,21,"Opérations sous-traitées intervenant dans la fabrication de préparations pharmaceutiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
1984,22,FABRICATION DE PRODUITS EN CAOUTCHOUC ET EN PLASTIQUE Cette division couvre la fabrication du caoutchouc et des plastiques. Cette division se caractérise par les matières premières travaillées. Ce qui ne veut pas dire que tous les produits en ces matières relèvent nécessairement de cette division.  
1985,22,FABRICATION DE PRODUITS EN CAOUTCHOUC Ce groupe comprend la fabrication des produits en caoutchouc. 
1986,22,Fabrication et rechapage de pneumatiques
1987,22,"Z      Fabrication et rechapage de pneumatiques Cette sous-classe comprend : la fabrication de pneumatiques en caoutchouc pour véhicules, équipements, machines mobiles, industrie aéronautique, jouets, meubles et autres utilisations : • pneumatiques • bandages pleins ou creux la fabrication de chambres à air pour pneumatiques la fabrication de bandes de roulement amovibles pour pneumatiques, de flaps, de profilés pour le rechapage des pneumatiques, etc. le rechapage et le resculptage de pneumatiques "
1988,22,", 22.11.99    "
1989,22,Fabrication d'autres articles en caoutchouc
1990,22,"Z      Fabrication d'autres articles en caoutchouc Cette sous-classe comprend : la fabrication d'autres articles en caoutchouc naturel ou synthétique, non vulcanisé, vulcanisé ou durci, tels que : • plaques, feuilles, bandes, baguettes et profilés • tubes et tuyaux • courroies transporteuses ou de transmission • articles d'hygiène : préservatifs, tétines, bouillottes, etc. • articles de vêtements en caoutchouc (simplement collés, non assemblés par couture) • semelles de chaussures en caoutchouc et autres parties de chaussures en caoutchouc • fils et cordes en caoutchouc • fils et tissus caoutchoutés • bagues, anneaux, joints, rondelles et accessoires • revêtements de cylindres • matelas pneumatiques • ballons gonflables la fabrication de brosses en caoutchouc la fabrication de tuyaux de pipe en caoutchouc dur la fabrication de peignes, de barrettes, de bigoudis et d'articles similaires en caoutchouc dur  Cette sous-classe comprend aussi : la fabrication de matériaux de réparation en caoutchouc  PRODUITS EN CAOUTCHOUC ET EN PLASTIQUE    "
1991,22,PRODUITS EN CAOUTCHOUC  
1992,22,Pneumatiques ; rechapage et resculptage de pneumatiques
1993,22,Pneumatiques neufs
1994,22,"Pneumatiques neufs, pour voitures de tourisme "
1995,22,"Pneumatiques neufs, pour cycles et motocycles "
1996,22,"Pneumatiques neufs, pour camions, autocars et avions "
1997,22,Pneumatiques pour tracteurs ; autres pneumatiques neufs 
1998,22,"Chambres à air, bandages, bandes de roulement amovibles et flaps, en caoutchouc "
1999,22,Profilés pour le rechapage 
2000,22,Pneumatiques rechapés
2001,22,Pneumatiques rechapés 
2002,22,Opérations sous-traitées intervenant dans la fabrication de pneumatiques ; rechapage et resculptage de pneumatiques
2003,22,"Opérations sous-traitées intervenant dans la fabrication de pneumatiques ; rechapage et resculptage de pneumatiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2004,22,Autres produits en caoutchouc
2005,22,"Caoutchouc régénéré sous formes primaires ou en plaques, feuilles ou bandes"
2006,22,"Caoutchouc régénéré sous formes primaires ou en plaques, feuilles ou bandes "
2007,22,"Caoutchouc non vulcanisé et articles en caoutchouc vulcanisé ; caoutchouc vulcanisé non durci en fils, cordes, plaques, feuilles, bandes, baguettes et profilés"
2008,22,"Caoutchouc non vulcanisé et articles en caoutchouc vulcanisé ; caoutchouc vulcanisé non durci en fils, cordes, plaques, feuilles, bandes, baguettes et profilés "
2009,22,Tubes et tuyaux en caoutchouc vulcanisé non durci
2010,22,Tubes et tuyaux en caoutchouc vulcanisé non durci 
2011,22,Bandes transporteuses et courroies de transmission en caoutchouc vulcanisé
2012,22,Bandes transporteuses et courroies de transmission en caoutchouc vulcanisé 
2013,22,"Tissus caoutchoutés, à l'exclusion des toiles à pneu"
2014,22,"Tissus caoutchoutés, à l'exclusion des toiles à pneu"
2015,22,"Vêtements et accessoires de l'habillement en caoutchouc vulcanisé non durci  la fabrication de tissus imprégnés, enduits ou recouverts de caoutchouc ou stratifiés avec cette même matière, si le caoutchouc est l'élément principalement utilisé la fabrication de matelas à eau en caoutchouc la fabrication de bonnets de bain et de tabliers en caoutchouc la fabrication de combinaisons humides et de combinaisons de plongée en caoutchouc la fabrication d'objets sexuels en caoutchouc "
2016,22,", 22.19.72, 22.19.73, 22.19.99    "
2017,22,"FABRICATION DE PRODUITS EN PLASTIQUE Ce groupe comprend le transformation de résines synthétiques nouvelles ou réutilisées (recyclées) en produits intermédiaires ou finis en utilisant des processus tels que : moulage par compression, moulage par extrusion, moulage par injection, moulage par soufflage et fonderie. Dans la plupart des cas, les processus de production sont tels que les produits en résultant sont très diversifiés. "
2018,22,"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
2019,22,"Z   Fabrication de plaques, feuilles, tubes et profilés en matières plastiques Cette sous-classe comprend : la fabrication de produits semi-finis en matières plastiques : • plaques, feuilles, blocs, pellicules, bandes, lames (que ces articles soient adhésifs ou non), etc. la fabrication de produits finis en matières plastiques : • tubes, tuyaux et accessoires de tuyauterie en plastique • films ou feuilles de cellophane "
2020,22,    
2021,22,Vêtements et accessoires de l'habillement en caoutchouc vulcanisé non durci 
2022,22,Articles en caoutchouc vulcanisé n.c.a. ; caoutchouc durci et articles en caoutchouc durci
2023,22,Articles d'hygiène ou de pharmacie (y compris les tétines) en caoutchouc vulcanisé non durci 
2024,22,Revêtements de sol et tapis en caoutchouc vulcanisé non alvéolaire 
2025,22,"Autres articles en caoutchouc vulcanisé n.c.a. ; caoutchouc durci sous toutes formes et articles en caoutchouc durci ; revêtements de sol et tapis en caoutchouc vulcanisé alvéolaire CA : - parties de chaussures en caoutchouc (par exemple: talons et semelles) peignes, barrettes, épingles à cheveux, bigoudis en caoutchouc "
2026,22,Opérations sous-traitées intervenant dans la fabrication d'autres produits en caoutchouc
2027,22,"Opérations sous-traitées intervenant dans la fabrication d'autres produits en caoutchouc CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2028,22,PRODUITS EN PLASTIQUE    
2029,22,"Plaques, feuilles, tubes et profilés en matières plastiques"
2030,22,"Monofilaments supérieurs à 1 mm, joncs, bâtons et profilés, en matières plastiques"
2031,22,"Monofilaments supérieurs à 1 mm, joncs, bâtons et profilés, en matières plastiques "
2032,22,"Tubes, tuyaux et leurs accessoires, en matières plastiques"
2033,22,Boyaux artificiels en protéines durcies ou en matières cellulosiques ; tubes et tuyaux rigides en matières plastiques 
2034,22,"Autres tubes et tuyaux et leurs accessoires, en matières plastiques "
2035,22,"Plaques, feuilles, films, bandes et lames, en matières plastiques, non munies d'un support, ni associées à d'autres matières"
2036,22,"Plaques, feuilles, films, bandes et lames, en matières plastiques, non munies d'un support, ni associées à d'autres matières "
2037,22,"Autres plaques, feuilles, films, bandes et lames en matières plastiques"
2038,22,"Autres plaques, feuilles, films, bandes et lames en matières plastiques alvéolaires "
2039,22,"Autres plaques, feuilles, films, bandes et lames en matières plastiques non alvéolaires "
2040,22,"Opérations sous-traitées intervenant dans la fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
2041,22,"Opérations sous-traitées intervenant dans la fabrication de plaques, feuilles, tubes et profilés en matières plastiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires            "
2042,22,Fabrication d'emballages en matières plastiques
2043,22,"Z   Fabrication d'emballages en matières plastiques Cette sous-classe comprend : la fabrication d'articles d'emballage en matières plastiques : • sacs, sachets, conteneurs, boîtes, caisses, bonbonnes, bouteilles, etc. "
2044,22,Fabrication d'éléments en matières plastiques pour la construction
2045,22,"Z   Fabrication d'éléments en matières plastiques pour la construction Cette sous-classe comprend : la fabrication d'articles en matières plastiques pour la construction tels que : • portes, fenêtres et leurs cadres et chambranles, volets, stores, plinthes • cuves, foudres, réservoirs • revêtements de sols, de murs et de plafonds sous forme de rouleaux, de dalles, de carreaux, etc., en matières plastiques • articles en matières plastiques pour usages sanitaires ou hygiéniques, par exemple : baignoires, douches, lavabos, bidets, cuvettes d'aisance, réservoirs de chasse, etc. la fabrication de revêtements de sols résistants, en vinyle ou en linoléum, etc. la fabrication de pierre artificielle "
2046,22,", 22.23.99    "
2047,22,Emballages en matières plastiques
2048,22,Emballages en matières plastiques
2049,22,"Sacs, sachets, pochettes et cornets en polymères de l'éthylène "
2050,22,"Sacs, sachets, pochettes et cornets en autres matières plastiques "
2051,22,"Boîtes, caisses, casiers et articles similaires en matières plastiques "
2052,22,"Bonbonnes, bouteilles, flacons et articles similaires en matières plastiques "
2053,22,Autres emballages en matières plastiques 
2054,22,Opérations sous-traitées intervenant dans la fabrication d'emballages en matières plastiques
2055,22,"Opérations sous-traitées intervenant dans la fabrication d'emballages en matières plastiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2056,22,Éléments en matières plastiques pour la construction
2057,22,Éléments en matières plastiques pour la construction ; linoléum et revêtements de sol durs à surface non plastique
2058,22,"Revêtements en matières plastiques, en rouleaux ou en dalles "
2059,22,"Baignoires, lavabos, cuvettes d'aisance et leurs sièges et couvercles, réservoirs de chasse d'eau et articles similaires en matières plastiques "
2060,22,"Réservoirs, foudres, cuves et récipients analogues, d'une contenance supérieure à 300 l, en matières plastiques "
2061,22,"Portes, fenêtres et huisseries ; volets, stores et articles similaires, et leurs parties, en matières plastiques "
2062,22,"Linoléum et revêtements de sol durs à surface non plastique, revêtements de sol résilients tels que vinyle, linoléum, etc. "
2063,22,Éléments en matières plastiques pour la construction n.c.a. 
2064,22,Constructions préfabriquées en matières plastiques
2065,22,"Constructions préfabriquées en matières plastiques CC : - bâtiments préfabriquées, principalement en plastique, entièrement assemblés et prêts à l'emploi ou non assemblés pouvant être destinés à servir de locaux de chantier, de magasins, de hangars, de serres, ainsi qu'à d'autres utilisations bâtiments incomplets, assemblés ou non, ayant le caractère essentiel de bâtiments préfabriqués"
2066,22,Opérations sous-traitées intervenant dans la fabrication d'éléments en matières plastiques pour la construction
2067,22,"Opérations sous-traitées intervenant dans la fabrication d'éléments en matières plastiques pour la construction CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2068,22,Fabrication d'autres articles en matières plastiques
2069,22,A   Fabrication de pièces techniques à base de matières plastiques Cette sous-classe comprend : la fabrication pour compte de tiers de pièces techniques diverses en matières plastiques  Cette sous-classe comprend aussi : la fabrication pour compte de tiers d'autres pièces en matières plastiques non décrites ailleurs 
2070,22,"B   Fabrication de produits de consommation courante en matières plastiques Cette sous-classe comprend : la fabrication de parties d'appareils d'éclairage en matières plastiques la fabrication de bandes auto-adhésives en matière plastique la fabrication de vaisselle et d'autres articles pour le service de la table ou de la cuisine et d'articles d'hygiène ou de toilette en matières plastiques la fabrication de produits divers de consommation courante en matières plastiques : coiffures, fournitures de bureau et fournitures scolaires, articles d'habillement (simplement collés, non assemblés par couture), garnitures pour meubles, statuettes, formes à chaussures en plastique, portes-cigares et porte-cigarettes en plastique, peignes, bigoudis, gadgets en plastique, etc.  Cette sous-classe comprend aussi : la fabrication d'autres pièces en matières plastiques non décrites ailleurs "
2071,22,", 22.29.29    "
2072,22,Autres produits en matières plastiques
2073,22,Vêtements et accessoires de l'habillement (y compris gants) en matières plastiques
2074,22,Vêtements et accessoires de l'habillement (y compris gants) en matières plastiques 
2075,22,Autres produits en matières plastiques n.c.a.
2076,22,"Plaques, feuilles, bandes, rubans, pellicules et autres formes plates, auto-adhésifs, en matières plastiques, en rouleaux d'une largeur inférieure ou égale à 20 cm "
2077,22,"Autres plaques, feuilles, bandes, rubans, pellicules et autres formes plates, auto- adhésifs, en matières plastiques "
2078,22,"Articles de table et de cuisine, autres articles ménagers et de toilette, en matières plastiques "
2079,22,"Parties n.c.a. d'appareils d'éclairage, enseignes, panneaux lumineux, en matières plastiques "
2080,22,Articles scolaires et de bureau en matières plastiques 
2081,22,"Garnitures pour meubles, carrosseries ou similaires ; statuettes et autres objets d'ornement en matières plastiques "
2082,22,"Autres articles en matières plastiques CA : - parties de chaussures en matières plastiques (par exemple: talons et semelles) peignes, barrettes, épingles à cheveux, bigoudis en matières plastiques "
2083,22,Façons de travail des matières plastiques ; opérations sous-traitées intervenant dans la fabrication d'autres produits en matières plastiques
2084,22,"Façons de travail des matières plastiques CA : - services de décolletage, filetage, revêtement ou traitement de surfaces plastiques"
2085,22,"Opérations sous-traitées intervenant dans la fabrication d'autres produits en matières plastiques CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2086,23,"FABRICATION D'AUTRES PRODUITS MINÉRAUX NON MÉTALLIQUES La division 23 juxtapose différentes filières relatives chacune à un même matériau d'origine minérale. D'abord, l'industrie du verre sous toutes ses formes (verre plat, verre creux, fibres, articles techniques, etc.). Puis celle des produits céramiques, carreaux et matériaux en terre cuite. Viennent ensuite les filières du ciment et du plâtre, de la matière première jusqu'aux produits élaborés. Enfin, le travail de la pierre et des autres produits minéraux.  "
2087,23,"FABRICATION DE VERRE ET D'ARTICLES EN VERRE Ce groupe inclut le verre sous toutes ses formes, quel que soit le procédé de fabrication et les articles en verre. "
2088,23,Fabrication de verre plat
2089,23,"Z       Fabrication de verre plat Cette sous-classe comprend : la fabrication de verre plat, étiré, coulé ou flotté la fabrication de verre armé, de verre imprimé, de verre teinté, etc. "
2090,23,Façonnage et transformation du verre plat
2091,23,"Z       Façonnage et transformation du verre plat Cette sous-classe comprend : la fabrication de verre plat transformé la fabrication de verres de sécurité, trempés ou contrecollés la fabrication de vitrages isolants à parois multiples la fabrication de miroirs en verre   AUTRES PRODUITS MINÉRAUX NON MÉTALLIQUES"
2092,23,VERRE ET ARTICLES EN VERRE   
2093,23,Verre plat
2094,23,Verre plat
2095,23,"Verre coulé, étiré ou soufflé, en feuilles, mais non travaillé CC : - verre coulé ou étiré, en feuilles, ni trempé, ni travaillé verre à vitre et verre d'horticulture CA : - verre armé, coloré ou imprimé (verre cathédrale), profilé ou plaqué ; verre antique "
2096,23,"Verre flotté et verre douci ou poli, en feuilles, mais non travaillé CC : - glace flottée, verre douci ou poli, en feuilles, ni trempé ni travaillé CA : - glace armée, colorée ou plaquée "
2097,23,Opérations sous-traitées intervenant dans la fabrication de verre plat
2098,23,"Opérations sous-traitées intervenant dans la fabrication de verre plat CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2099,23,Verre plat travaillé
2100,23,Verre plat travaillé
2101,23,"Verre plat, biseauté, gravé, percé, émaillé ou autrement travaillé, mais non encadré ni monté CC : - verre courbé, biseauté, gravé, percé, émaillé, dépoli, décoré, ou autrement travaillé mais non encadré ni monté "
2102,23,"Verre de sécurité CC : - vitrages de sécurité en verre trempé ou feuilleté pour tous véhicules (notamment pare-brises, hublots) ou pour miroiterie de bâtiment CA : - lunettes arrières dégivrantes"
2103,23,Miroirs en verre ; vitrages isolants à parois multiples CC : - miroirs en verre et rétroviseurs vitrages isolants à parois multiples
2104,23,Opérations sous-traitées intervenant dans la fabrication de verre plat travaillé
2105,23,"Opérations sous-traitées intervenant dans la fabrication de verre plat travaillé CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires Par exemple : façons de travail du verre plat telles que biseautage, gravure, sablage, décoration, etc."
2106,23,Fabrication de verre creux
2107,23,"Z   Fabrication de verre creux Cette sous-classe comprend : la fabrication de bouteilles et de flacons, de pots, de bocaux et autres récipients en verre ou en cristal la fabrication de verrerie de table la fabrication de plats en verre ou en vitrocérame et d'autres articles en verre ou en cristal à usage domestique  Cette sous-classe comprend aussi : le façonnage du verre creux : taille, gravure, décoration, etc. "
2108,23,    
2109,23,Fabrication de fibres de verre
2110,23,"Z   Fabrication de fibres de verre Cette sous-classe comprend : la fabrication de fibres de verre dites « isolation » en masse, en nappe ou en coquille la fabrication de fibres de verre dites « textile » en mats, rowings, mèches, etc. la fabrication de laine de verre la fabrication de produits non tissés en ces matières "
2111,23,Verre creux
2112,23,Verre creux
2113,23,"Bouteilles, bocaux, flacons et autres récipients en verre, à l'exclusion des ampoules ; bouchons, couvercles et autres dispositifs de fermeture, en verre CC : -   bouteilles, bonbonnes, flacons et autres récipients en verre de toutes contenances pots industriels, bocaux et autres verres d'emballage CA : -   bouchons, couvercles et dispositifs de fermeture en verre flaconnage « à la main » et soufflage du verre"
2114,23,"Verres à boire autres qu'en vitrocérame CC : - gobeleterie en verre ordinaire (sodocalcique ou borocalcique) ou en cristal, mécanique ou « à la main », éventuellement taillée, gravée, soufflée, etc., autre qu'en vitrocérame "
2115,23,"Verrerie domestique, objets en verre pour la toilette ou le bureau, objets décoratifs d'intérieur CC : - plats en verre ou en vitrocérame pour la cuisson objets divers pour le service de la table et articles décoratifs en cristal ou en verre ordinaire ; aquariums en verre objets divers en verre pour la toilette, le bureau, etc. CA : - biberons"
2116,23,Ampoules en verre pour bouteilles isolantes ou pour autres récipients isolants CC : - ampoules en verre pour récipients isolants 
2117,23,Façonnage du verre creux ; opérations sous-traitées intervenant dans la fabrication de verre creux
2118,23,"Façonnage de verres à boire et d'autres articles de verrerie domestique CA : - façons de travail sur verres à boire et sur verrerie domestique : taille, gravure, sablage, décoration, marquage, métallisation, etc."
2119,23,"Façonnage de récipients en verre CA : - façons de travail sur autres récipients en verre : taille, gravure, sablage, marquage, métallisation, etc."
2120,23,"Opérations sous-traitées intervenant dans la fabrication de verre creux CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2121,23,Fibres de verre
2122,23,Fibres de verre
2123,23,"Mèches, stratifils (rovings) et fils, coupés ou non, en fibres de verre CC : - fils, mèches et stratifils (rowings), en fibres de verre, pour usages textiles, pour renforcement et pour télécommunications"
2124,23,"Voiles, nappes, mats, matelas, panneaux et autres produits en fibres de verre, à l'exclusion des produits tissés CC : - fibres de verre en mats, en panneaux, en coquille, en nappe, en masse, pour isolation CA : - laine de verre"
2125,23,"Fabrication et façonnage d'autres articles en verre, y compris verre technique"
2126,23,"Z   Fabrication et façonnage d'autres articles en verre, y compris verre technique Cette sous-classe comprend : la fabrication d'articles en verre ou en cristal ainsi qu'en quartz ou silice fondus, destinés à des usages techniques : • cônes, écrans et ampoules en verre pour tubes cathodiques ; enveloppes pour lampes • verrerie de laboratoire, d'hygiène et de pharmacie • verres d'optique, verres d'horlogerie et éléments optiques en verre, non travaillés optiquement • moulages en verre pour le bâtiment • tubes, barres et baguettes en verre la fabrication de verrerie utilisée en bijouterie fantaisie la fabrication d'articles décoratifs en verre la fabrication d'isolateurs et de pièces isolantes en verre  Cette sous-classe comprend aussi : la réalisation de vitraux "
2127,23,", 23.19.26, 23.19.91, 23.19.99    "
2128,23,Opérations sous-traitées intervenant dans la fabrication de fibres de verre
2129,23,"Opérations sous-traitées intervenant dans la fabrication de fibres de verre CC : - opérations partielles ou totales du processus de production des produits concernés, réalisées par un sous-traitant sur des intrants possédés par le donneur d'ordre. Ces opérations sont rémunérées pour le travail qu'elles représentent et peuvent comprendre la fourniture de matières premières complémentaires"
2130,23,"Autres articles en verre travaillé, y compris verre technique"
2131,23,"Autre verre, semi-fini"
2132,23,"Verre en masse, en billes (à l'exclusion des microsphères), barres ou tubes, non travaillé CC : - tubes, barres, baguettes et billes, en verre CA : - calcins et déchets de verre"
2133,23,"Pavés, dalles, briques, carreaux, tuiles et autres articles, en verre pressé ou moulé ; verres assemblés en vitraux ; verre « multicellulaire » ou verre « mousse » en blocs, plaques ou formes similaires CC : - pavés, dalles, briques, carreaux, tuiles, etc., en verre pour la construction CA : - verre multicellulaire ou verre « mousse », vitraux assemblés "
2134,23,Verre technique et autre
2135,23,"Ampoules et enveloppes tubulaires, ouvertes, et leurs parties, en verre, pour lampes électriques, tubes cathodiques ou similaires CC : - ampoules et enveloppes tubulaires en verre pour éclairage cônes, écrans, ampoules en verre (enveloppes) pour tubes cathodiques (télévision, informatique, etc.)"
2136,23,"Verres d'horlogerie et de lunetterie, non travaillés optiquement ; sphères creuses et leurs segments, en verre, pour la fabrication de ces verres CC : - ébauches de verres de lunettes correctrices et de lentilles diverses n'ayant subi aucun travail optique CA : - verres de montre, d'horlogerie et analogues, non correcteurs verres bombés pour cadrans divers "
2137,23,"Verrerie de laboratoire, d'hygiène ou de pharmacie ; ampoules de verre CC : - récipients et matériels pour laboratoires : cristallisoirs, tubes à essais, pipettes, cornues, fioles graduées, colonnes de distillation, serpentins, etc., en verre ordinaire ou spécial ampoules pour sérums et médicaments"
2138,23,"Parties en verre d'appareils d'éclairage, enseignes et panneaux lumineux CC : - parties en verre d'appareils d'éclairage, enseignes et panneaux lumineux globes, vasques, tulipes, pièces de lustrerie, etc. "
2139,23,Isolateurs en verre CA : - pièces isolantes en verre 
2140,23,"Produits en verre technique n.c.a. CC : - verrerie de signalisation (catadioptres par exemple) et éléments d'optique ou ébauches non travaillés optiquement verrerie pour mosaïques et panneaux décoratifs verroterie, perles de verre, microsphères et objets d'ornement en verre filé autres ouvrages en verre : cloches horticoles, flotteurs pour la pêche, etc. articles pour l'industrie en quartz ou en silice fondue "
2141,23,"Façonnage d'articles en verre, y compris d'articles techniques en verre ; opérations sous-traitées intervenant dans la fabrication d'autres articles en verre travaillé, y compris de verre technique             "
2142,23,FABRICATION DE PRODUITS RÉFRACTAIRES
2143,23,Fabrication de produits réfractaires
